ticker,horizon,net_profit,max_dd_pct,sharpe,profit_factor,ic,bh_ret
ES,15,9135.590895141882,-3.646714840956596,1.6168821574909926,1.471017914363895,0.11482755354815379,29.55484573308047
NQ,15,10322.104891528958,-9.48702234425332,1.3297253675447271,1.351054093591138,0.14262357874182402,31.654155272306628
RTY,20,15550.347958303406,-4.844265249673993,2.3489790797603898,1.7944054924969841,0.08340483772804874,19.421761347146088
FDAX,10,26440.94765884563,-5.383029216712484,3.359041517452043,2.151906757979514,0.08314565494764585,33.142640687800146
FESX,10,14654.736370597107,-5.63342192925348,1.7409967389328111,1.486403120382728,0.002892038520405063,28.434891523435553
E6,15,3349.6149389338243,-2.155837015633358,1.136683886712171,1.2822847783458304,0.14142117933326945,3.3679878450273106
CL,10,31344.08991427053,-9.203216054028115,2.000361800962917,1.6155226262585238,0.12037532366208004,10.139108347907529
